IBGE;Chave Sem Acento;Chave Com Acento;Perímetro;IBGE;UF;MUNICIPIOS;CONCAT;Tabela Regional
2501104;PB - AREIA;PB - Areia;Fora do perimetro;2501104;PB;AREIA;PB - AREIA;FORA DO PERIMETRO VTAL
2501005;PB - ARARUNA;PB - Araruna;Fora do perimetro;2501005;PB;ARARUNA;PB - ARARUNA;FORA DO PERIMETRO VTAL
2500908;PB - ARARA;PB - Arara;V.tal;2500908;PB;ARARA;PB - ARARA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2500809;PB - ARACAGI;PB - Araçagi;V.tal;2500809;PB;ARACAGI;PB - ARACAGI;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2500775;PB - APARECIDA;PB - Aparecida;Fora do perimetro;2500775;PB;APARECIDA;PB - APARECIDA;FORA DO PERIMETRO VTAL
2500734;PB - AMPARO;PB - Amparo;Fora do perimetro;2500734;PB;AMPARO;PB - AMPARO;FORA DO PERIMETRO VTAL
2500700;PB - SAO JOAO DO RIO DO PEIXE;PB - São João do Rio do Peixe;Fora do perimetro;2500700;PB;SAO JOAO DO RIO DO PEIXE;PB - SAO JOAO DO RIO DO PEIXE;FORA DO PERIMETRO VTAL
2500601;PB - ALHANDRA;PB - Alhandra;Fora do perimetro;2500601;PB;ALHANDRA;PB - ALHANDRA;FORA DO PERIMETRO VTAL
2500577;PB - ALGODAO DE JANDAIRA;PB - Algodão de Jandaíra;Fora do perimetro;2500577;PB;ALGODAO DE JANDAIRA;PB - ALGODAO DE JANDAIRA;FORA DO PERIMETRO VTAL
2500536;PB - ALCANTIL;PB - Alcantil;Fora do perimetro;2500536;PB;ALCANTIL;PB - ALCANTIL;FORA DO PERIMETRO VTAL
2500502;PB - ALAGOINHA;PB - Alagoinha;V.tal;2500502;PB;ALAGOINHA;PB - ALAGOINHA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2500403;PB - ALAGOA NOVA;PB - Alagoa Nova;Fora do perimetro;2500403;PB;ALAGOA NOVA;PB - ALAGOA NOVA;FORA DO PERIMETRO VTAL
2500304;PB - ALAGOA GRANDE;PB - Alagoa Grande;Fora do perimetro;2500304;PB;ALAGOA GRANDE;PB - ALAGOA GRANDE;FORA DO PERIMETRO VTAL
2500205;PB - AGUIAR;PB - Aguiar;Fora do perimetro;2500205;PB;AGUIAR;PB - AGUIAR;FORA DO PERIMETRO VTAL
2500106;PB - AGUA BRANCA;PB - Água Branca;Fora do perimetro;2500106;PB;AGUA BRANCA;PB - AGUA BRANCA;FORA DO PERIMETRO VTAL
2415008;RN - VILA FLOR;RN - Vila Flor;Fora do perimetro;2415008;RN;VILA FLOR;RN - VILA FLOR;FORA DO PERIMETRO VTAL
2414902;RN - VICOSA;RN - Viçosa;Fora do perimetro;2414902;RN;VICOSA;RN - VICOSA;FORA DO PERIMETRO VTAL
2414803;RN - VERA CRUZ;RN - Vera Cruz;Fora do perimetro;2414803;RN;VERA CRUZ;RN - VERA CRUZ;FORA DO PERIMETRO VTAL
2414753;RN - VENHA VER;#N/D;Fora do perimetro;2414753;RN;VENHA VER;RN - VENHA VER;FORA DO PERIMETRO VTAL
2414704;RN - VARZEA;RN - Várzea;Fora do perimetro;2414704;RN;VARZEA;RN - VARZEA;FORA DO PERIMETRO VTAL
2414605;RN - UPANEMA;RN - Upanema;Fora do perimetro;2414605;RN;UPANEMA;RN - UPANEMA;FORA DO PERIMETRO VTAL
2414506;RN - UMARIZAL;RN - Umarizal;Fora do perimetro;2414506;RN;UMARIZAL;RN - UMARIZAL;FORA DO PERIMETRO VTAL
2414456;RN - TRIUNFO POTIGUAR;RN - Triunfo Potiguar;Fora do perimetro;2414456;RN;TRIUNFO POTIGUAR;RN - TRIUNFO POTIGUAR;FORA DO PERIMETRO VTAL
2414407;RN - TOUROS;RN - Touros;Fora do perimetro;2414407;RN;TOUROS;RN - TOUROS;FORA DO PERIMETRO VTAL
2414308;RN - TIMBAUBA DOS BATISTAS;RN - Timbaúba dos Batistas;Fora do perimetro;2414308;RN;TIMBAUBA DOS BATISTAS;RN - TIMBAUBA DOS BATISTAS;FORA DO PERIMETRO VTAL
2414209;RN - TIBAU DO SUL;RN - Tibau do Sul;Fora do perimetro;2414209;RN;TIBAU DO SUL;RN - TIBAU DO SUL;FORA DO PERIMETRO VTAL
2414159;RN - TENENTE LAURENTINO CRUZ;RN - Tenente Laurentino Cruz;Fora do perimetro;2414159;RN;TENENTE LAURENTINO CRUZ;RN - TENENTE LAURENTINO CRUZ;FORA DO PERIMETRO VTAL
2414100;RN - TENENTE ANANIAS;RN - Tenente Ananias;Fora do perimetro;2414100;RN;TENENTE ANANIAS;RN - TENENTE ANANIAS;FORA DO PERIMETRO VTAL
2414001;RN - TANGARA;RN - Tangará;V.tal;2414001;RN;TANGARA;RN - TANGARA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2413904;RN - TAIPU;RN - Taipu;Fora do perimetro;2413904;RN;TAIPU;RN - TAIPU;FORA DO PERIMETRO VTAL
2413805;RN - TABOLEIRO GRANDE;RN - Taboleiro Grande;Fora do perimetro;2413805;RN;TABOLEIRO GRANDE;RN - TABOLEIRO GRANDE;FORA DO PERIMETRO VTAL
2413706;RN - SITIO NOVO;RN - Sítio Novo;Fora do perimetro;2413706;RN;SITIO NOVO;RN - SITIO NOVO;FORA DO PERIMETRO VTAL
2413607;RN - SEVERIANO MELO;RN - Severiano Melo;Fora do perimetro;2413607;RN;SEVERIANO MELO;RN - SEVERIANO MELO;FORA DO PERIMETRO VTAL
2413557;RN - SERRINHA DOS PINTOS;RN - Serrinha dos Pintos;V.tal;2413557;RN;SERRINHA DOS PINTOS;RN - SERRINHA DOS PINTOS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2413508;RN - SERRINHA;RN - Serrinha;Fora do perimetro;2413508;RN;SERRINHA;RN - SERRINHA;FORA DO PERIMETRO VTAL
2413409;RN - SERRA NEGRA DO NORTE;RN - Serra Negra do Norte;Fora do perimetro;2413409;RN;SERRA NEGRA DO NORTE;RN - SERRA NEGRA DO NORTE;FORA DO PERIMETRO VTAL
2413359;RN - SERRA DO MEL;RN - Serra do Mel;Fora do perimetro;2413359;RN;SERRA DO MEL;RN - SERRA DO MEL;FORA DO PERIMETRO VTAL
2413300;RN - SERRA DE SAO BENTO;RN - Serra de São Bento;Fora do perimetro;2413300;RN;SERRA DE SAO BENTO;RN - SERRA DE SAO BENTO;FORA DO PERIMETRO VTAL
2413201;RN - SENADOR GEORGINO AVELINO;RN - Senador Georgino Avelino;Fora do perimetro;2413201;RN;SENADOR GEORGINO AVELINO;RN - SENADOR GEORGINO AVELINO;FORA DO PERIMETRO VTAL
2413102;RN - SENADOR ELOI DE SOUZA;RN - Senador Elói de Souza;Fora do perimetro;2413102;RN;SENADOR ELOI DE SOUZA;RN - SENADOR ELOI DE SOUZA;FORA DO PERIMETRO VTAL
2413003;RN - SAO VICENTE;RN - São Vicente;Fora do perimetro;2413003;RN;SAO VICENTE;RN - SAO VICENTE;FORA DO PERIMETRO VTAL
2412906;RN - SAO TOME;RN - São Tomé;Fora do perimetro;2412906;RN;SAO TOME;RN - SAO TOME;FORA DO PERIMETRO VTAL
2412807;RN - SAO RAFAEL;RN - São Rafael;Fora do perimetro;2412807;RN;SAO RAFAEL;RN - SAO RAFAEL;FORA DO PERIMETRO VTAL
2412708;RN - SAO PEDRO;RN - São Pedro;Fora do perimetro;2412708;RN;SAO PEDRO;RN - SAO PEDRO;FORA DO PERIMETRO VTAL
2412609;RN - SAO PAULO DO POTENGI;RN - São Paulo do Potengi;Fora do perimetro;2412609;RN;SAO PAULO DO POTENGI;RN - SAO PAULO DO POTENGI;FORA DO PERIMETRO VTAL
2412559;RN - SAO MIGUEL DO GOSTOSO;RN - São Miguel do Gostoso;Fora do perimetro;2412559;RN;SAO MIGUEL DO GOSTOSO;RN - SAO MIGUEL DO GOSTOSO;FORA DO PERIMETRO VTAL
2412500;RN - SAO MIGUEL;RN - São Miguel;Fora do perimetro;2412500;RN;SAO MIGUEL;RN - SAO MIGUEL;FORA DO PERIMETRO VTAL
2412401;RN - SAO JOSE DO SERIDO;RN - São José do Seridó;Fora do perimetro;2412401;RN;SAO JOSE DO SERIDO;RN - SAO JOSE DO SERIDO;FORA DO PERIMETRO VTAL
2412302;RN - SAO JOSE DO CAMPESTRE;RN - São José do Campestre;Fora do perimetro;2412302;RN;SAO JOSE DO CAMPESTRE;RN - SAO JOSE DO CAMPESTRE;FORA DO PERIMETRO VTAL
2412203;RN - SAO JOSE DE MIPIBU;RN - São José de Mipibu;V.tal;2412203;RN;SAO JOSE DE MIPIBU;RN - SAO JOSE DE MIPIBU;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2412104;RN - SAO JOAO DO SABUGI;RN - São João do Sabugi;V.tal;2412104;RN;SAO JOAO DO SABUGI;RN - SAO JOAO DO SABUGI;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2412005;RN - SAO GONCALO DO AMARANTE;RN - São Gonçalo do Amarante;V.tal;2412005;RN;SAO GONCALO DO AMARANTE;RN - SAO GONCALO DO AMARANTE;15. Nordeste (exceto MA) - zona de interesse
2411908;RN - SAO FRANCISCO DO OESTE;RN - São Francisco do Oeste;Fora do perimetro;2411908;RN;SAO FRANCISCO DO OESTE;RN - SAO FRANCISCO DO OESTE;FORA DO PERIMETRO VTAL
2411809;RN - SAO FERNANDO;RN - São Fernando;Fora do perimetro;2411809;RN;SAO FERNANDO;RN - SAO FERNANDO;FORA DO PERIMETRO VTAL
2411700;RN - SAO BENTO DO TRAIRI;RN - São Bento do Trairí;Fora do perimetro;2411700;RN;SAO BENTO DO TRAIRI;RN - SAO BENTO DO TRAIRI;FORA DO PERIMETRO VTAL
2411601;RN - SAO BENTO DO NORTE;RN - São Bento do Norte;Fora do perimetro;2411601;RN;SAO BENTO DO NORTE;RN - SAO BENTO DO NORTE;FORA DO PERIMETRO VTAL
2411502;RN - SANTO ANTONIO;RN - Santo Antônio;Fora do perimetro;2411502;RN;SANTO ANTONIO;RN - SANTO ANTONIO;FORA DO PERIMETRO VTAL
2411429;RN - SANTANA DO SERIDO;RN - Santana do Seridó;Fora do perimetro;2411429;RN;SANTANA DO SERIDO;RN - SANTANA DO SERIDO;FORA DO PERIMETRO VTAL
2411403;RN - SANTANA DO MATOS;RN - Santana do Matos;Fora do perimetro;2411403;RN;SANTANA DO MATOS;RN - SANTANA DO MATOS;FORA DO PERIMETRO VTAL
2411205;RN - SANTA CRUZ;RN - Santa Cruz;V.tal;2411205;RN;SANTA CRUZ;RN - SANTA CRUZ;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2411106;RN - RUY BARBOSA;RN - Ruy Barbosa;Fora do perimetro;2411106;RN;RUY BARBOSA;RN - RUY BARBOSA;FORA DO PERIMETRO VTAL
2411056;RN - TIBAU;RN - Tibau;Fora do perimetro;2411056;RN;TIBAU;RN - TIBAU;FORA DO PERIMETRO VTAL
2411007;RN - RODOLFO FERNANDES;RN - Rodolfo Fernandes;Fora do perimetro;2411007;RN;RODOLFO FERNANDES;RN - RODOLFO FERNANDES;FORA DO PERIMETRO VTAL
2410900;RN - RIACHUELO;RN - Riachuelo;Fora do perimetro;2410900;RN;RIACHUELO;RN - RIACHUELO;FORA DO PERIMETRO VTAL
2410801;RN - RIACHO DE SANTANA;RN - Riacho de Santana;Fora do perimetro;2410801;RN;RIACHO DE SANTANA;RN - RIACHO DE SANTANA;FORA DO PERIMETRO VTAL
2410702;RN - RIACHO DA CRUZ;RN - Riacho da Cruz;Fora do perimetro;2410702;RN;RIACHO DA CRUZ;RN - RIACHO DA CRUZ;FORA DO PERIMETRO VTAL
2410603;RN - RAFAEL GODEIRO;RN - Rafael Godeiro;Fora do perimetro;2410603;RN;RAFAEL GODEIRO;RN - RAFAEL GODEIRO;FORA DO PERIMETRO VTAL
2410504;RN - RAFAEL FERNANDES;RN - Rafael Fernandes;Fora do perimetro;2410504;RN;RAFAEL FERNANDES;RN - RAFAEL FERNANDES;FORA DO PERIMETRO VTAL
2410405;RN - PUREZA;RN - Pureza;Fora do perimetro;2410405;RN;PUREZA;RN - PUREZA;FORA DO PERIMETRO VTAL
2410306;RN - PRESIDENTE JUSCELINO;RN - Serra Caiada;Fora do perimetro;2410306;RN;PRESIDENTE JUSCELINO;RN - PRESIDENTE JUSCELINO;FORA DO PERIMETRO VTAL
2410256;RN - PORTO DO MANGUE;RN - Porto do Mangue;Fora do perimetro;2410256;RN;PORTO DO MANGUE;RN - PORTO DO MANGUE;FORA DO PERIMETRO VTAL
2410207;RN - PORTALEGRE;RN - Portalegre;Fora do perimetro;2410207;RN;PORTALEGRE;RN - PORTALEGRE;FORA DO PERIMETRO VTAL
2410108;RN - POCO BRANCO;RN - Poço Branco;Fora do perimetro;2410108;RN;POCO BRANCO;RN - POCO BRANCO;FORA DO PERIMETRO VTAL
2410009;RN - PILOES;RN - Pilões;Fora do perimetro;2410009;RN;PILOES;RN - PILOES;FORA DO PERIMETRO VTAL
2409902;RN - PENDENCIAS;RN - Pendências;Fora do perimetro;2409902;RN;PENDENCIAS;RN - PENDENCIAS;FORA DO PERIMETRO VTAL
2409803;RN - PEDRO VELHO;RN - Pedro Velho;V.tal;2409803;RN;PEDRO VELHO;RN - PEDRO VELHO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2409704;RN - PEDRO AVELINO;RN - Pedro Avelino;Fora do perimetro;2409704;RN;PEDRO AVELINO;RN - PEDRO AVELINO;FORA DO PERIMETRO VTAL
2409605;RN - PEDRA PRETA;RN - Pedra Preta;Fora do perimetro;2409605;RN;PEDRA PRETA;RN - PEDRA PRETA;FORA DO PERIMETRO VTAL
2409506;RN - PEDRA GRANDE;RN - Pedra Grande;Fora do perimetro;2409506;RN;PEDRA GRANDE;RN - PEDRA GRANDE;FORA DO PERIMETRO VTAL
2409407;RN - PAU DOS FERROS;RN - Pau dos Ferros;Fora do perimetro;2409407;RN;PAU DOS FERROS;RN - PAU DOS FERROS;FORA DO PERIMETRO VTAL
2409332;RN - SANTA MARIA;RN - Santa Maria;V.tal;2409332;RN;SANTA MARIA;RN - SANTA MARIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2409308;RN - PATU;RN - Patu;Fora do perimetro;2409308;RN;PATU;RN - PATU;FORA DO PERIMETRO VTAL
2409209;RN - PASSAGEM;RN - Passagem;Fora do perimetro;2409209;RN;PASSAGEM;RN - PASSAGEM;FORA DO PERIMETRO VTAL
2409100;RN - PASSA E FICA;RN - Passa e Fica;Fora do perimetro;2409100;RN;PASSA E FICA;RN - PASSA E FICA;FORA DO PERIMETRO VTAL
2408953;RN - RIO DO FOGO;RN - Rio do Fogo;Fora do perimetro;2408953;RN;RIO DO FOGO;RN - RIO DO FOGO;FORA DO PERIMETRO VTAL
2408904;RN - PARELHAS;RN - Parelhas;Fora do perimetro;2408904;RN;PARELHAS;RN - PARELHAS;FORA DO PERIMETRO VTAL
2408805;RN - PARAZINHO;RN - Parazinho;Fora do perimetro;2408805;RN;PARAZINHO;RN - PARAZINHO;FORA DO PERIMETRO VTAL
2408706;RN - PARAU;RN - Paraú;Fora do perimetro;2408706;RN;PARAU;RN - PARAU;FORA DO PERIMETRO VTAL
2408607;RN - PARANA;RN - Paraná;Fora do perimetro;2408607;RN;PARANA;RN - PARANA;FORA DO PERIMETRO VTAL
2408508;RN - OURO BRANCO;RN - Ouro Branco;Fora do perimetro;2408508;RN;OURO BRANCO;RN - OURO BRANCO;FORA DO PERIMETRO VTAL
2408409;RN - OLHO D AGUA DO BORGES;#N/D;V.tal;2408409;RN;OLHO D AGUA DO BORGES;RN - OLHO D AGUA DO BORGES;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2408300;RN - NOVA CRUZ;RN - Nova Cruz;Fora do perimetro;2408300;RN;NOVA CRUZ;RN - NOVA CRUZ;FORA DO PERIMETRO VTAL
2408201;RN - NISIA FLORESTA;RN - Nísia Floresta;V.tal;2408201;RN;NISIA FLORESTA;RN - NISIA FLORESTA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2408102;RN - NATAL;RN - Natal;V.tal;2408102;RN;NATAL;RN - NATAL;04. Nordeste-Capital (exceto MA)
2408003;RN - MOSSORO;RN - Mossoró;V.tal;2408003;RN;MOSSORO;RN - MOSSORO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2407906;RN - MONTE DAS GAMELEIRAS;RN - Monte das Gameleiras;Fora do perimetro;2407906;RN;MONTE DAS GAMELEIRAS;RN - MONTE DAS GAMELEIRAS;FORA DO PERIMETRO VTAL
2407807;RN - MONTE ALEGRE;RN - Monte Alegre;Fora do perimetro;2407807;RN;MONTE ALEGRE;RN - MONTE ALEGRE;FORA DO PERIMETRO VTAL
2407708;RN - MONTANHAS;RN - Montanhas;Fora do perimetro;2407708;RN;MONTANHAS;RN - MONTANHAS;FORA DO PERIMETRO VTAL
2407609;RN - MESSIAS TARGINO;RN - Messias Targino;Fora do perimetro;2407609;RN;MESSIAS TARGINO;RN - MESSIAS TARGINO;FORA DO PERIMETRO VTAL
2407500;RN - MAXARANGUAPE;RN - Maxaranguape;Fora do perimetro;2407500;RN;MAXARANGUAPE;RN - MAXARANGUAPE;FORA DO PERIMETRO VTAL
2407401;RN - MARTINS;RN - Martins;V.tal;2407401;RN;MARTINS;RN - MARTINS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2407302;RN - MARCELINO VIEIRA;RN - Marcelino Vieira;Fora do perimetro;2407302;RN;MARCELINO VIEIRA;RN - MARCELINO VIEIRA;FORA DO PERIMETRO VTAL
2407252;RN - MAJOR SALES;RN - Major Sales;Fora do perimetro;2407252;RN;MAJOR SALES;RN - MAJOR SALES;FORA DO PERIMETRO VTAL
2407203;RN - MACAU;RN - Macau;Fora do perimetro;2407203;RN;MACAU;RN - MACAU;FORA DO PERIMETRO VTAL
2407104;RN - MACAIBA;RN - Macaíba;V.tal;2407104;RN;MACAIBA;RN - MACAIBA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2407005;RN - LUIS GOMES;RN - Luís Gomes;Fora do perimetro;2407005;RN;LUIS GOMES;RN - LUIS GOMES;FORA DO PERIMETRO VTAL
2406908;RN - LUCRECIA;RN - Lucrécia;Fora do perimetro;2406908;RN;LUCRECIA;RN - LUCRECIA;FORA DO PERIMETRO VTAL
2406809;RN - LAJES PINTADAS;RN - Lajes Pintadas;Fora do perimetro;2406809;RN;LAJES PINTADAS;RN - LAJES PINTADAS;FORA DO PERIMETRO VTAL
2406700;RN - LAJES;RN - Lajes;V.tal;2406700;RN;LAJES;RN - LAJES;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2406601;RN - LAGOA SALGADA;RN - Lagoa Salgada;Fora do perimetro;2406601;RN;LAGOA SALGADA;RN - LAGOA SALGADA;FORA DO PERIMETRO VTAL
2406502;RN - LAGOA NOVA;RN - Lagoa Nova;Fora do perimetro;2406502;RN;LAGOA NOVA;RN - LAGOA NOVA;FORA DO PERIMETRO VTAL
2406403;RN - LAGOA DE VELHOS;RN - Lagoa de Velhos;Fora do perimetro;2406403;RN;LAGOA DE VELHOS;RN - LAGOA DE VELHOS;FORA DO PERIMETRO VTAL
2406304;RN - LAGOA DE PEDRAS;RN - Lagoa de Pedras;Fora do perimetro;2406304;RN;LAGOA DE PEDRAS;RN - LAGOA DE PEDRAS;FORA DO PERIMETRO VTAL
2406205;RN - LAGOA D ANTA;#N/D;Fora do perimetro;2406205;RN;LAGOA D ANTA;RN - LAGOA D ANTA;FORA DO PERIMETRO VTAL
2406155;RN - JUNDIA;RN - Jundiá;Fora do perimetro;2406155;RN;JUNDIA;RN - JUNDIA;FORA DO PERIMETRO VTAL
2406106;RN - JUCURUTU;RN - Jucurutu;Fora do perimetro;2406106;RN;JUCURUTU;RN - JUCURUTU;FORA DO PERIMETRO VTAL
2406007;RN - JOSE DA PENHA;RN - José da Penha;Fora do perimetro;2406007;RN;JOSE DA PENHA;RN - JOSE DA PENHA;FORA DO PERIMETRO VTAL
2405900;RN - JOAO DIAS;RN - João Dias;Fora do perimetro;2405900;RN;JOAO DIAS;RN - JOAO DIAS;FORA DO PERIMETRO VTAL
2405801;RN - JOAO CAMARA;RN - João Câmara;Fora do perimetro;2405801;RN;JOAO CAMARA;RN - JOAO CAMARA;FORA DO PERIMETRO VTAL
2405702;RN - JARDIM DO SERIDO;RN - Jardim do Seridó;Fora do perimetro;2405702;RN;JARDIM DO SERIDO;RN - JARDIM DO SERIDO;FORA DO PERIMETRO VTAL
2405603;RN - JARDIM DE PIRANHAS;RN - Jardim de Piranhas;Fora do perimetro;2405603;RN;JARDIM DE PIRANHAS;RN - JARDIM DE PIRANHAS;FORA DO PERIMETRO VTAL
2405504;RN - JARDIM DE ANGICOS;RN - Jardim de Angicos;Fora do perimetro;2405504;RN;JARDIM DE ANGICOS;RN - JARDIM DE ANGICOS;FORA DO PERIMETRO VTAL
2405405;RN - JAPI;RN - Japi;Fora do perimetro;2405405;RN;JAPI;RN - JAPI;FORA DO PERIMETRO VTAL
2405306;RN - JANUARIO CICCO;RN - Januário Cicco;Fora do perimetro;2405306;RN;JANUARIO CICCO;RN - JANUARIO CICCO;FORA DO PERIMETRO VTAL
2405207;RN - JANDUIS;RN - Janduís;Fora do perimetro;2405207;RN;JANDUIS;RN - JANDUIS;FORA DO PERIMETRO VTAL
2405108;RN - JANDAIRA;RN - Jandaíra;Fora do perimetro;2405108;RN;JANDAIRA;RN - JANDAIRA;FORA DO PERIMETRO VTAL
2405009;RN - JACANA;RN - Jaçanã;Fora do perimetro;2405009;RN;JACANA;RN - JACANA;FORA DO PERIMETRO VTAL
2404903;RN - ITAU;RN - Itaú;Fora do perimetro;2404903;RN;ITAU;RN - ITAU;FORA DO PERIMETRO VTAL
2404853;RN - ITAJA;RN - Itajá;Fora do perimetro;2404853;RN;ITAJA;RN - ITAJA;FORA DO PERIMETRO VTAL
2404804;RN - IPUEIRA;RN - Ipueira;Fora do perimetro;2404804;RN;IPUEIRA;RN - IPUEIRA;FORA DO PERIMETRO VTAL
2404705;RN - IPANGUACU;RN - Ipanguaçu;Fora do perimetro;2404705;RN;IPANGUACU;RN - IPANGUACU;FORA DO PERIMETRO VTAL
2404606;RN - IELMO MARINHO;RN - Ielmo Marinho;Fora do perimetro;2404606;RN;IELMO MARINHO;RN - IELMO MARINHO;FORA DO PERIMETRO VTAL
2404507;RN - GUAMARE;RN - Guamaré;Fora do perimetro;2404507;RN;GUAMARE;RN - GUAMARE;FORA DO PERIMETRO VTAL
2404408;RN - GROSSOS;RN - Grossos;Fora do perimetro;2404408;RN;GROSSOS;RN - GROSSOS;FORA DO PERIMETRO VTAL
2404309;RN - GOVERNADOR DIX SEPT ROSADO;#N/D;Fora do perimetro;2404309;RN;GOVERNADOR DIX SEPT ROSADO;RN - GOVERNADOR DIX SEPT ROSADO;FORA DO PERIMETRO VTAL
2404200;RN - GOIANINHA;RN - Goianinha;V.tal;2404200;RN;GOIANINHA;RN - GOIANINHA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2404101;RN - GALINHOS;RN - Galinhos;Fora do perimetro;2404101;RN;GALINHOS;RN - GALINHOS;FORA DO PERIMETRO VTAL
2404002;RN - FRUTUOSO GOMES;RN - Frutuoso Gomes;Fora do perimetro;2404002;RN;FRUTUOSO GOMES;RN - FRUTUOSO GOMES;FORA DO PERIMETRO VTAL
2403905;RN - FRANCISCO DANTAS;RN - Francisco Dantas;Fora do perimetro;2403905;RN;FRANCISCO DANTAS;RN - FRANCISCO DANTAS;FORA DO PERIMETRO VTAL
2403806;RN - FLORANIA;RN - Florânia;Fora do perimetro;2403806;RN;FLORANIA;RN - FLORANIA;FORA DO PERIMETRO VTAL
2403756;RN - FERNANDO PEDROZA;RN - Fernando Pedroza;Fora do perimetro;2403756;RN;FERNANDO PEDROZA;RN - FERNANDO PEDROZA;FORA DO PERIMETRO VTAL
2403707;RN - FELIPE GUERRA;RN - Felipe Guerra;Fora do perimetro;2403707;RN;FELIPE GUERRA;RN - FELIPE GUERRA;FORA DO PERIMETRO VTAL
2403608;RN - EXTREMOZ;RN - Extremoz;V.tal;2403608;RN;EXTREMOZ;RN - EXTREMOZ;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2403509;RN - ESPIRITO SANTO;RN - Espírito Santo;Fora do perimetro;2403509;RN;ESPIRITO SANTO;RN - ESPIRITO SANTO;FORA DO PERIMETRO VTAL
2403400;RN - EQUADOR;RN - Equador;Fora do perimetro;2403400;RN;EQUADOR;RN - EQUADOR;FORA DO PERIMETRO VTAL
2403301;RN - ENCANTO;RN - Encanto;Fora do perimetro;2403301;RN;ENCANTO;RN - ENCANTO;FORA DO PERIMETRO VTAL
2403251;RN - PARNAMIRIM;RN - Parnamirim;V.tal;2403251;RN;PARNAMIRIM;RN - PARNAMIRIM;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2403202;RN - DOUTOR SEVERIANO;RN - Doutor Severiano;Fora do perimetro;2403202;RN;DOUTOR SEVERIANO;RN - DOUTOR SEVERIANO;FORA DO PERIMETRO VTAL
2403103;RN - CURRAIS NOVOS;RN - Currais Novos;V.tal;2403103;RN;CURRAIS NOVOS;RN - CURRAIS NOVOS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2403004;RN - CRUZETA;RN - Cruzeta;Fora do perimetro;2403004;RN;CRUZETA;RN - CRUZETA;FORA DO PERIMETRO VTAL
2402907;RN - CORONEL JOAO PESSOA;RN - Coronel João Pessoa;Fora do perimetro;2402907;RN;CORONEL JOAO PESSOA;RN - CORONEL JOAO PESSOA;FORA DO PERIMETRO VTAL
2402808;RN - CORONEL EZEQUIEL;RN - Coronel Ezequiel;Fora do perimetro;2402808;RN;CORONEL EZEQUIEL;RN - CORONEL EZEQUIEL;FORA DO PERIMETRO VTAL
2402709;RN - CERRO CORA;RN - Cerro Corá;Fora do perimetro;2402709;RN;CERRO CORA;RN - CERRO CORA;FORA DO PERIMETRO VTAL
2402600;RN - CEARA MIRIM;#N/D;V.tal;2402600;RN;CEARA MIRIM;RN - CEARA MIRIM;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2402501;RN - CARNAUBAIS;RN - Carnaubais;Fora do perimetro;2402501;RN;CARNAUBAIS;RN - CARNAUBAIS;FORA DO PERIMETRO VTAL
2402402;RN - CARNAUBA DOS DANTAS;RN - Carnaúba dos Dantas;Fora do perimetro;2402402;RN;CARNAUBA DOS DANTAS;RN - CARNAUBA DOS DANTAS;FORA DO PERIMETRO VTAL
2402303;RN - CARAUBAS;RN - Caraúbas;Fora do perimetro;2402303;RN;CARAUBAS;RN - CARAUBAS;FORA DO PERIMETRO VTAL
2402204;RN - CANGUARETAMA;RN - Canguaretama;V.tal;2402204;RN;CANGUARETAMA;RN - CANGUARETAMA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2402105;RN - CAMPO REDONDO;RN - Campo Redondo;Fora do perimetro;2402105;RN;CAMPO REDONDO;RN - CAMPO REDONDO;FORA DO PERIMETRO VTAL
2402006;RN - CAICO;RN - Caicó;V.tal;2402006;RN;CAICO;RN - CAICO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2401909;RN - CAICARA DO RIO DO VENTO;RN - Caiçara do Rio do Vento;Fora do perimetro;2401909;RN;CAICARA DO RIO DO VENTO;RN - CAICARA DO RIO DO VENTO;FORA DO PERIMETRO VTAL
2401859;RN - CAICARA DO NORTE;RN - Caiçara do Norte;Fora do perimetro;2401859;RN;CAICARA DO NORTE;RN - CAICARA DO NORTE;FORA DO PERIMETRO VTAL
