IBGE;Chave Sem Acento;Chave Com Acento;Perímetro;IBGE;UF;MUNICIPIOS;CONCAT;Tabela Regional
2514107;PB - SAO JOAO DO TIGRE;PB - São João do Tigre;Fora do perimetro;2514107;PB;SAO JOAO DO TIGRE;PB - SAO JOAO DO TIGRE;FORA DO PERIMETRO VTAL
2514008;PB - SAO JOAO DO CARIRI;PB - São João do Cariri;Fora do perimetro;2514008;PB;SAO JOAO DO CARIRI;PB - SAO JOAO DO CARIRI;FORA DO PERIMETRO VTAL
2513984;PB - SAO FRANCISCO;PB - São Francisco;Fora do perimetro;2513984;PB;SAO FRANCISCO;PB - SAO FRANCISCO;FORA DO PERIMETRO VTAL
2513968;PB - SAO DOMINGOS DE POMBAL;PB - São Domingos;Fora do perimetro;2513968;PB;SAO DOMINGOS DE POMBAL;PB - SAO DOMINGOS DE POMBAL;FORA DO PERIMETRO VTAL
2513943;PB - SAO DOMINGOS DO CARIRI;PB - São Domingos do Cariri;Fora do perimetro;2513943;PB;SAO DOMINGOS DO CARIRI;PB - SAO DOMINGOS DO CARIRI;FORA DO PERIMETRO VTAL
2513927;PB - SAO BENTINHO;PB - São Bentinho;Fora do perimetro;2513927;PB;SAO BENTINHO;PB - SAO BENTINHO;FORA DO PERIMETRO VTAL
2513901;PB - SAO BENTO;PB - São Bento;Fora do perimetro;2513901;PB;SAO BENTO;PB - SAO BENTO;FORA DO PERIMETRO VTAL
2513851;PB - SANTO ANDRE;PB - Santo André;Fora do perimetro;2513851;PB;SANTO ANDRE;PB - SANTO ANDRE;FORA DO PERIMETRO VTAL
2513802;PB - SANTA TERESINHA;PB - Santa Teresinha;Fora do perimetro;2513802;PB;SANTA TERESINHA;PB - SANTA TERESINHA;FORA DO PERIMETRO VTAL
2513703;PB - SANTA RITA;PB - Santa Rita;V.tal;2513703;PB;SANTA RITA;PB - SANTA RITA;15. Nordeste (exceto MA) - zona de interesse
2513653;PB - JOCA CLAUDINO;#N/D;Fora do perimetro;2513653;PB;JOCA CLAUDINO;PB - JOCA CLAUDINO;FORA DO PERIMETRO VTAL
2513604;PB - SANTANA DOS GARROTES;PB - Santana dos Garrotes;Fora do perimetro;2513604;PB;SANTANA DOS GARROTES;PB - SANTANA DOS GARROTES;FORA DO PERIMETRO VTAL
2513505;PB - SANTANA DE MANGUEIRA;PB - Santana de Mangueira;Fora do perimetro;2513505;PB;SANTANA DE MANGUEIRA;PB - SANTANA DE MANGUEIRA;FORA DO PERIMETRO VTAL
2513406;PB - SANTA LUZIA;PB - Santa Luzia;V.tal;2513406;PB;SANTA LUZIA;PB - SANTA LUZIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2513356;PB - SANTA INES;PB - Santa Inês;Fora do perimetro;2513356;PB;SANTA INES;PB - SANTA INES;FORA DO PERIMETRO VTAL
2513307;PB - SANTA HELENA;PB - Santa Helena;Fora do perimetro;2513307;PB;SANTA HELENA;PB - SANTA HELENA;FORA DO PERIMETRO VTAL
2513208;PB - SANTA CRUZ;PB - Santa Cruz;Fora do perimetro;2513208;PB;SANTA CRUZ;PB - SANTA CRUZ;FORA DO PERIMETRO VTAL
2513158;PB - SANTA CECILIA;PB - Santa Cecília;Fora do perimetro;2513158;PB;SANTA CECILIA;PB - SANTA CECILIA;FORA DO PERIMETRO VTAL
2513109;PB - SALGADO DE SAO FELIX;PB - Salgado de São Félix;Fora do perimetro;2513109;PB;SALGADO DE SAO FELIX;PB - SALGADO DE SAO FELIX;FORA DO PERIMETRO VTAL
2513000;PB - SALGADINHO;PB - Salgadinho;Fora do perimetro;2513000;PB;SALGADINHO;PB - SALGADINHO;FORA DO PERIMETRO VTAL
2512903;PB - RIO TINTO;PB - Rio Tinto;V.tal;2512903;PB;RIO TINTO;PB - RIO TINTO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2512804;PB - RIACHO DOS CAVALOS;PB - Riacho dos Cavalos;Fora do perimetro;2512804;PB;RIACHO DOS CAVALOS;PB - RIACHO DOS CAVALOS;FORA DO PERIMETRO VTAL
2512788;PB - RIACHO DE SANTO ANTONIO;PB - Riacho de Santo Antônio;Fora do perimetro;2512788;PB;RIACHO DE SANTO ANTONIO;PB - RIACHO DE SANTO ANTONIO;FORA DO PERIMETRO VTAL
2512762;PB - RIACHAO DO POCO;PB - Riachão do Poço;Fora do perimetro;2512762;PB;RIACHAO DO POCO;PB - RIACHAO DO POCO;FORA DO PERIMETRO VTAL
2512754;PB - RIACHAO DO BACAMARTE;PB - Riachão do Bacamarte;V.tal;2512754;PB;RIACHAO DO BACAMARTE;PB - RIACHAO DO BACAMARTE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2512747;PB - RIACHAO;PB - Riachão;Fora do perimetro;2512747;PB;RIACHAO;PB - RIACHAO;FORA DO PERIMETRO VTAL
2512721;PB - PEDRO REGIS;PB - Pedro Régis;V.tal;2512721;PB;PEDRO REGIS;PB - PEDRO REGIS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2512705;PB - REMIGIO;PB - Remígio;V.tal;2512705;PB;REMIGIO;PB - REMIGIO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2512606;PB - QUIXABA;PB - Quixaba;Fora do perimetro;2512606;PB;QUIXABA;PB - QUIXABA;FORA DO PERIMETRO VTAL
2512507;PB - QUEIMADAS;PB - Queimadas;V.tal;2512507;PB;QUEIMADAS;PB - QUEIMADAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2512408;PB - PUXINANA;PB - Puxinanã;Fora do perimetro;2512408;PB;PUXINANA;PB - PUXINANA;FORA DO PERIMETRO VTAL
2512309;PB - PRINCESA ISABEL;PB - Princesa Isabel;Fora do perimetro;2512309;PB;PRINCESA ISABEL;PB - PRINCESA ISABEL;FORA DO PERIMETRO VTAL
2512200;PB - PRATA;PB - Prata;Fora do perimetro;2512200;PB;PRATA;PB - PRATA;FORA DO PERIMETRO VTAL
2512101;PB - POMBAL;PB - Pombal;Fora do perimetro;2512101;PB;POMBAL;PB - POMBAL;FORA DO PERIMETRO VTAL
2512077;PB - POCO DE JOSE DE MOURA;PB - Poço de José de Moura;Fora do perimetro;2512077;PB;POCO DE JOSE DE MOURA;PB - POCO DE JOSE DE MOURA;FORA DO PERIMETRO VTAL
2512036;PB - POCO DANTAS;PB - Poço Dantas;Fora do perimetro;2512036;PB;POCO DANTAS;PB - POCO DANTAS;FORA DO PERIMETRO VTAL
2512002;PB - POCINHOS;PB - Pocinhos;Fora do perimetro;2512002;PB;POCINHOS;PB - POCINHOS;FORA DO PERIMETRO VTAL
2511905;PB - PITIMBU;PB - Pitimbu;Fora do perimetro;2511905;PB;PITIMBU;PB - PITIMBU;FORA DO PERIMETRO VTAL
2511806;PB - PIRPIRITUBA;PB - Pirpirituba;V.tal;2511806;PB;PIRPIRITUBA;PB - PIRPIRITUBA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2511707;PB - PILOEZINHOS;PB - Pilõezinhos;V.tal;2511707;PB;PILOEZINHOS;PB - PILOEZINHOS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2511608;PB - PILOES;PB - Pilões;Fora do perimetro;2511608;PB;PILOES;PB - PILOES;FORA DO PERIMETRO VTAL
2511509;PB - PILAR;PB - Pilar;Fora do perimetro;2511509;PB;PILAR;PB - PILAR;FORA DO PERIMETRO VTAL
2511400;PB - PICUI;PB - Picuí;Fora do perimetro;2511400;PB;PICUI;PB - PICUI;FORA DO PERIMETRO VTAL
2511301;PB - PIANCO;PB - Piancó;Fora do perimetro;2511301;PB;PIANCO;PB - PIANCO;FORA DO PERIMETRO VTAL
2511202;PB - PEDRAS DE FOGO;PB - Pedras de Fogo;Fora do perimetro;2511202;PB;PEDRAS DE FOGO;PB - PEDRAS DE FOGO;FORA DO PERIMETRO VTAL
2511103;PB - PEDRA LAVRADA;PB - Pedra Lavrada;Fora do perimetro;2511103;PB;PEDRA LAVRADA;PB - PEDRA LAVRADA;FORA DO PERIMETRO VTAL
2511004;PB - PEDRA BRANCA;PB - Pedra Branca;Fora do perimetro;2511004;PB;PEDRA BRANCA;PB - PEDRA BRANCA;FORA DO PERIMETRO VTAL
2510907;PB - PAULISTA;PB - Paulista;Fora do perimetro;2510907;PB;PAULISTA;PB - PAULISTA;FORA DO PERIMETRO VTAL
2510808;PB - PATOS;PB - Patos;V.tal;2510808;PB;PATOS;PB - PATOS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2510709;PB - PASSAGEM;PB - Passagem;Fora do perimetro;2510709;PB;PASSAGEM;PB - PASSAGEM;FORA DO PERIMETRO VTAL
2510659;PB - PARARI;PB - Parari;Fora do perimetro;2510659;PB;PARARI;PB - PARARI;FORA DO PERIMETRO VTAL
2510600;PB - OURO VELHO;PB - Ouro Velho;Fora do perimetro;2510600;PB;OURO VELHO;PB - OURO VELHO;FORA DO PERIMETRO VTAL
2510501;PB - OLIVEDOS;PB - Olivedos;Fora do perimetro;2510501;PB;OLIVEDOS;PB - OLIVEDOS;FORA DO PERIMETRO VTAL
2510402;PB - OLHO D AGUA;#N/D;Fora do perimetro;2510402;PB;OLHO D AGUA;PB - OLHO D AGUA;FORA DO PERIMETRO VTAL
2510303;PB - NOVA PALMEIRA;PB - Nova Palmeira;Fora do perimetro;2510303;PB;NOVA PALMEIRA;PB - NOVA PALMEIRA;FORA DO PERIMETRO VTAL
2510204;PB - NOVA OLINDA;PB - Nova Olinda;Fora do perimetro;2510204;PB;NOVA OLINDA;PB - NOVA OLINDA;FORA DO PERIMETRO VTAL
2510105;PB - NOVA FLORESTA;PB - Nova Floresta;Fora do perimetro;2510105;PB;NOVA FLORESTA;PB - NOVA FLORESTA;FORA DO PERIMETRO VTAL
2510006;PB - NAZAREZINHO;PB - Nazarezinho;Fora do perimetro;2510006;PB;NAZAREZINHO;PB - NAZAREZINHO;FORA DO PERIMETRO VTAL
2509909;PB - NATUBA;PB - Natuba;Fora do perimetro;2509909;PB;NATUBA;PB - NATUBA;FORA DO PERIMETRO VTAL
2509800;PB - MULUNGU;PB - Mulungu;Fora do perimetro;2509800;PB;MULUNGU;PB - MULUNGU;FORA DO PERIMETRO VTAL
2509701;PB - MONTEIRO;PB - Monteiro;Fora do perimetro;2509701;PB;MONTEIRO;PB - MONTEIRO;FORA DO PERIMETRO VTAL
2509602;PB - MONTE HOREBE;PB - Monte Horebe;Fora do perimetro;2509602;PB;MONTE HOREBE;PB - MONTE HOREBE;FORA DO PERIMETRO VTAL
2509503;PB - MONTADAS;PB - Montadas;Fora do perimetro;2509503;PB;MONTADAS;PB - MONTADAS;FORA DO PERIMETRO VTAL
2509404;PB - MOGEIRO;PB - Mogeiro;Fora do perimetro;2509404;PB;MOGEIRO;PB - MOGEIRO;FORA DO PERIMETRO VTAL
2509396;PB - MATUREIA;PB - Maturéia;Fora do perimetro;2509396;PB;MATUREIA;PB - MATUREIA;FORA DO PERIMETRO VTAL
2509370;PB - MATO GROSSO;PB - Mato Grosso;Fora do perimetro;2509370;PB;MATO GROSSO;PB - MATO GROSSO;FORA DO PERIMETRO VTAL
2509339;PB - MATINHAS;PB - Matinhas;Fora do perimetro;2509339;PB;MATINHAS;PB - MATINHAS;FORA DO PERIMETRO VTAL
2509305;PB - MATARACA;PB - Mataraca;Fora do perimetro;2509305;PB;MATARACA;PB - MATARACA;FORA DO PERIMETRO VTAL
2509206;PB - MASSARANDUBA;PB - Massaranduba;Fora do perimetro;2509206;PB;MASSARANDUBA;PB - MASSARANDUBA;FORA DO PERIMETRO VTAL
2509156;PB - MARIZOPOLIS;PB - Marizópolis;Fora do perimetro;2509156;PB;MARIZOPOLIS;PB - MARIZOPOLIS;FORA DO PERIMETRO VTAL
2509107;PB - MARI;PB - Mari;V.tal;2509107;PB;MARI;PB - MARI;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2509057;PB - MARCACAO;PB - Marcação;Fora do perimetro;2509057;PB;MARCACAO;PB - MARCACAO;FORA DO PERIMETRO VTAL
2509008;PB - MANAIRA;PB - Manaíra;Fora do perimetro;2509008;PB;MANAIRA;PB - MANAIRA;FORA DO PERIMETRO VTAL
2508901;PB - MAMANGUAPE;PB - Mamanguape;V.tal;2508901;PB;MAMANGUAPE;PB - MAMANGUAPE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2508802;PB - MALTA;PB - Malta;Fora do perimetro;2508802;PB;MALTA;PB - MALTA;FORA DO PERIMETRO VTAL
2508703;PB - MAE D AGUA;#N/D;Fora do perimetro;2508703;PB;MAE D AGUA;PB - MAE D AGUA;FORA DO PERIMETRO VTAL
2508604;PB - LUCENA;PB - Lucena;Fora do perimetro;2508604;PB;LUCENA;PB - LUCENA;FORA DO PERIMETRO VTAL
2508554;PB - LOGRADOURO;PB - Logradouro;V.tal;2508554;PB;LOGRADOURO;PB - LOGRADOURO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2508505;PB - LIVRAMENTO;PB - Livramento;Fora do perimetro;2508505;PB;LIVRAMENTO;PB - LIVRAMENTO;FORA DO PERIMETRO VTAL
2508406;PB - LASTRO;PB - Lastro;Fora do perimetro;2508406;PB;LASTRO;PB - LASTRO;FORA DO PERIMETRO VTAL
2508307;PB - LAGOA SECA;PB - Lagoa Seca;V.tal;2508307;PB;LAGOA SECA;PB - LAGOA SECA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2508208;PB - LAGOA DE DENTRO;PB - Lagoa de Dentro;Fora do perimetro;2508208;PB;LAGOA DE DENTRO;PB - LAGOA DE DENTRO;FORA DO PERIMETRO VTAL
2508109;PB - LAGOA;PB - Lagoa;Fora do perimetro;2508109;PB;LAGOA;PB - LAGOA;FORA DO PERIMETRO VTAL
2508000;PB - JURU;PB - Juru;Fora do perimetro;2508000;PB;JURU;PB - JURU;FORA DO PERIMETRO VTAL
2507903;PB - JURIPIRANGA;PB - Juripiranga;Fora do perimetro;2507903;PB;JURIPIRANGA;PB - JURIPIRANGA;FORA DO PERIMETRO VTAL
2507804;PB - JUNCO DO SERIDO;PB - Junco do Seridó;Fora do perimetro;2507804;PB;JUNCO DO SERIDO;PB - JUNCO DO SERIDO;FORA DO PERIMETRO VTAL
2507705;PB - JUAZEIRINHO;PB - Juazeirinho;V.tal;2507705;PB;JUAZEIRINHO;PB - JUAZEIRINHO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2507606;PB - JUAREZ TAVORA;PB - Juarez Távora;Fora do perimetro;2507606;PB;JUAREZ TAVORA;PB - JUAREZ TAVORA;FORA DO PERIMETRO VTAL
2507507;PB - JOAO PESSOA;PB - João Pessoa;V.tal;2507507;PB;JOAO PESSOA;PB - JOAO PESSOA;04. Nordeste-Capital (exceto MA)
2507408;PB - JERICO;PB - Jericó;Fora do perimetro;2507408;PB;JERICO;PB - JERICO;FORA DO PERIMETRO VTAL
2507309;PB - JACARAU;PB - Jacaraú;Fora do perimetro;2507309;PB;JACARAU;PB - JACARAU;FORA DO PERIMETRO VTAL
2507200;PB - ITATUBA;PB - Itatuba;Fora do perimetro;2507200;PB;ITATUBA;PB - ITATUBA;FORA DO PERIMETRO VTAL
2507101;PB - ITAPOROROCA;PB - Itapororoca;V.tal;2507101;PB;ITAPOROROCA;PB - ITAPOROROCA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2507002;PB - ITAPORANGA;PB - Itaporanga;Fora do perimetro;2507002;PB;ITAPORANGA;PB - ITAPORANGA;FORA DO PERIMETRO VTAL
2506905;PB - ITABAIANA;PB - Itabaiana;Fora do perimetro;2506905;PB;ITABAIANA;PB - ITABAIANA;FORA DO PERIMETRO VTAL
2506806;PB - INGA;PB - Ingá;V.tal;2506806;PB;INGA;PB - INGA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2506707;PB - IMACULADA;PB - Imaculada;Fora do perimetro;2506707;PB;IMACULADA;PB - IMACULADA;FORA DO PERIMETRO VTAL
2506608;PB - IBIARA;PB - Ibiara;Fora do perimetro;2506608;PB;IBIARA;PB - IBIARA;FORA DO PERIMETRO VTAL
2506509;PB - GURJAO;PB - Gurjão;Fora do perimetro;2506509;PB;GURJAO;PB - GURJAO;FORA DO PERIMETRO VTAL
2506400;PB - GURINHEM;PB - Gurinhém;Fora do perimetro;2506400;PB;GURINHEM;PB - GURINHEM;FORA DO PERIMETRO VTAL
2506301;PB - GUARABIRA;PB - Guarabira;V.tal;2506301;PB;GUARABIRA;PB - GUARABIRA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2506251;PB - GADO BRAVO;PB - Gado Bravo;Fora do perimetro;2506251;PB;GADO BRAVO;PB - GADO BRAVO;FORA DO PERIMETRO VTAL
2506202;PB - FREI MARTINHO;PB - Frei Martinho;Fora do perimetro;2506202;PB;FREI MARTINHO;PB - FREI MARTINHO;FORA DO PERIMETRO VTAL
2506103;PB - FAGUNDES;PB - Fagundes;Fora do perimetro;2506103;PB;FAGUNDES;PB - FAGUNDES;FORA DO PERIMETRO VTAL
2506004;PB - ESPERANCA;PB - Esperança;V.tal;2506004;PB;ESPERANCA;PB - ESPERANCA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2505907;PB - EMAS;PB - Emas;Fora do perimetro;2505907;PB;EMAS;PB - EMAS;FORA DO PERIMETRO VTAL
2505808;PB - DUAS ESTRADAS;PB - Duas Estradas;Fora do perimetro;2505808;PB;DUAS ESTRADAS;PB - DUAS ESTRADAS;FORA DO PERIMETRO VTAL
2505709;PB - DONA INES;PB - Dona Inês;Fora do perimetro;2505709;PB;DONA INES;PB - DONA INES;FORA DO PERIMETRO VTAL
2505600;PB - DIAMANTE;PB - Diamante;Fora do perimetro;2505600;PB;DIAMANTE;PB - DIAMANTE;FORA DO PERIMETRO VTAL
2505501;PB - VISTA SERRANA;PB - Vista Serrana;Fora do perimetro;2505501;PB;VISTA SERRANA;PB - VISTA SERRANA;FORA DO PERIMETRO VTAL
2505402;PB - DESTERRO;PB - Desterro;Fora do perimetro;2505402;PB;DESTERRO;PB - DESTERRO;FORA DO PERIMETRO VTAL
2505352;PB - DAMIAO;PB - Damião;Fora do perimetro;2505352;PB;DAMIAO;PB - DAMIAO;FORA DO PERIMETRO VTAL
2505303;PB - CURRAL VELHO;PB - Curral Velho;Fora do perimetro;2505303;PB;CURRAL VELHO;PB - CURRAL VELHO;FORA DO PERIMETRO VTAL
2505279;PB - CURRAL DE CIMA;PB - Curral de Cima;Fora do perimetro;2505279;PB;CURRAL DE CIMA;PB - CURRAL DE CIMA;FORA DO PERIMETRO VTAL
2505238;PB - CUITE DE MAMANGUAPE;PB - Cuité de Mamanguape;Fora do perimetro;2505238;PB;CUITE DE MAMANGUAPE;PB - CUITE DE MAMANGUAPE;FORA DO PERIMETRO VTAL
2505204;PB - CUITEGI;PB - Cuitegi;V.tal;2505204;PB;CUITEGI;PB - CUITEGI;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2505105;PB - CUITE;PB - Cuité;Fora do perimetro;2505105;PB;CUITE;PB - CUITE;FORA DO PERIMETRO VTAL
2505006;PB - CUBATI;PB - Cubati;Fora do perimetro;2505006;PB;CUBATI;PB - CUBATI;FORA DO PERIMETRO VTAL
2504900;PB - CRUZ DO ESPIRITO SANTO;PB - Cruz do Espírito Santo;V.tal;2504900;PB;CRUZ DO ESPIRITO SANTO;PB - CRUZ DO ESPIRITO SANTO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2504850;PB - COXIXOLA;PB - Coxixola;Fora do perimetro;2504850;PB;COXIXOLA;PB - COXIXOLA;FORA DO PERIMETRO VTAL
2504801;PB - COREMAS;PB - Coremas;Fora do perimetro;2504801;PB;COREMAS;PB - COREMAS;FORA DO PERIMETRO VTAL
2504702;PB - CONGO;PB - Congo;Fora do perimetro;2504702;PB;CONGO;PB - CONGO;FORA DO PERIMETRO VTAL
2504603;PB - CONDE;PB - Conde;V.tal;2504603;PB;CONDE;PB - CONDE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2504504;PB - CONDADO;PB - Condado;Fora do perimetro;2504504;PB;CONDADO;PB - CONDADO;FORA DO PERIMETRO VTAL
2504405;PB - CONCEICAO;PB - Conceição;Fora do perimetro;2504405;PB;CONCEICAO;PB - CONCEICAO;FORA DO PERIMETRO VTAL
2504355;PB - CATURITE;PB - Caturité;Fora do perimetro;2504355;PB;CATURITE;PB - CATURITE;FORA DO PERIMETRO VTAL
2504306;PB - CATOLE DO ROCHA;PB - Catolé do Rocha;Fora do perimetro;2504306;PB;CATOLE DO ROCHA;PB - CATOLE DO ROCHA;FORA DO PERIMETRO VTAL
2504207;PB - CATINGUEIRA;PB - Catingueira;Fora do perimetro;2504207;PB;CATINGUEIRA;PB - CATINGUEIRA;FORA DO PERIMETRO VTAL
2504157;PB - CASSERENGUE;PB - Casserengue;Fora do perimetro;2504157;PB;CASSERENGUE;PB - CASSERENGUE;FORA DO PERIMETRO VTAL
2504108;PB - CARRAPATEIRA;PB - Carrapateira;Fora do perimetro;2504108;PB;CARRAPATEIRA;PB - CARRAPATEIRA;FORA DO PERIMETRO VTAL
2504074;PB - CARAUBAS;PB - Caraúbas;Fora do perimetro;2504074;PB;CARAUBAS;PB - CARAUBAS;FORA DO PERIMETRO VTAL
2504033;PB - CAPIM;PB - Capim;Fora do perimetro;2504033;PB;CAPIM;PB - CAPIM;FORA DO PERIMETRO VTAL
2504009;PB - CAMPINA GRANDE;PB - Campina Grande;V.tal;2504009;PB;CAMPINA GRANDE;PB - CAMPINA GRANDE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2503902;PB - CAMALAU;PB - Camalaú;Fora do perimetro;2503902;PB;CAMALAU;PB - CAMALAU;FORA DO PERIMETRO VTAL
2503803;PB - CALDAS BRANDAO;PB - Caldas Brandão;Fora do perimetro;2503803;PB;CALDAS BRANDAO;PB - CALDAS BRANDAO;FORA DO PERIMETRO VTAL
2503753;PB - CAJAZEIRINHAS;PB - Cajazeirinhas;Fora do perimetro;2503753;PB;CAJAZEIRINHAS;PB - CAJAZEIRINHAS;FORA DO PERIMETRO VTAL
2503704;PB - CAJAZEIRAS;PB - Cajazeiras;Fora do perimetro;2503704;PB;CAJAZEIRAS;PB - CAJAZEIRAS;FORA DO PERIMETRO VTAL
2503605;PB - CAICARA;PB - Caiçara;V.tal;2503605;PB;CAICARA;PB - CAICARA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2503555;PB - CACIMBAS;PB - Cacimbas;Fora do perimetro;2503555;PB;CACIMBAS;PB - CACIMBAS;FORA DO PERIMETRO VTAL
2503506;PB - CACIMBA DE DENTRO;PB - Cacimba de Dentro;Fora do perimetro;2503506;PB;CACIMBA DE DENTRO;PB - CACIMBA DE DENTRO;FORA DO PERIMETRO VTAL
2503407;PB - CACIMBA DE AREIA;PB - Cacimba de Areia;Fora do perimetro;2503407;PB;CACIMBA DE AREIA;PB - CACIMBA DE AREIA;FORA DO PERIMETRO VTAL
2503308;PB - CACHOEIRA DOS INDIOS;PB - Cachoeira dos Índios;Fora do perimetro;2503308;PB;CACHOEIRA DOS INDIOS;PB - CACHOEIRA DOS INDIOS;FORA DO PERIMETRO VTAL
2503209;PB - CABEDELO;PB - Cabedelo;V.tal;2503209;PB;CABEDELO;PB - CABEDELO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2503100;PB - CABACEIRAS;PB - Cabaceiras;Fora do perimetro;2503100;PB;CABACEIRAS;PB - CABACEIRAS;FORA DO PERIMETRO VTAL
2503001;PB - CAAPORA;PB - Caaporã;Fora do perimetro;2503001;PB;CAAPORA;PB - CAAPORA;FORA DO PERIMETRO VTAL
2502904;PB - BREJO DOS SANTOS;PB - Brejo dos Santos;Fora do perimetro;2502904;PB;BREJO DOS SANTOS;PB - BREJO DOS SANTOS;FORA DO PERIMETRO VTAL
2502805;PB - BREJO DO CRUZ;PB - Brejo do Cruz;Fora do perimetro;2502805;PB;BREJO DO CRUZ;PB - BREJO DO CRUZ;FORA DO PERIMETRO VTAL
2502706;PB - BORBOREMA;PB - Borborema;Fora do perimetro;2502706;PB;BORBOREMA;PB - BORBOREMA;FORA DO PERIMETRO VTAL
2502607;PB - IGARACY;PB - Igaracy;Fora do perimetro;2502607;PB;IGARACY;PB - IGARACY;FORA DO PERIMETRO VTAL
2502508;PB - BOQUEIRAO;PB - Boqueirão;Fora do perimetro;2502508;PB;BOQUEIRAO;PB - BOQUEIRAO;FORA DO PERIMETRO VTAL
2502409;PB - BONITO DE SANTA FE;PB - Bonito de Santa Fé;Fora do perimetro;2502409;PB;BONITO DE SANTA FE;PB - BONITO DE SANTA FE;FORA DO PERIMETRO VTAL
2502300;PB - BOM SUCESSO;PB - Bom Sucesso;Fora do perimetro;2502300;PB;BOM SUCESSO;PB - BOM SUCESSO;FORA DO PERIMETRO VTAL
2502201;PB - BOM JESUS;PB - Bom Jesus;Fora do perimetro;2502201;PB;BOM JESUS;PB - BOM JESUS;FORA DO PERIMETRO VTAL
2502151;PB - BOA VISTA;PB - Boa Vista;Fora do perimetro;2502151;PB;BOA VISTA;PB - BOA VISTA;FORA DO PERIMETRO VTAL
2502102;PB - BOA VENTURA;PB - Boa Ventura;Fora do perimetro;2502102;PB;BOA VENTURA;PB - BOA VENTURA;FORA DO PERIMETRO VTAL
2502052;PB - BERNARDINO BATISTA;PB - Bernardino Batista;Fora do perimetro;2502052;PB;BERNARDINO BATISTA;PB - BERNARDINO BATISTA;FORA DO PERIMETRO VTAL
2502003;PB - BELEM DO BREJO DO CRUZ;PB - Belém do Brejo do Cruz;Fora do perimetro;2502003;PB;BELEM DO BREJO DO CRUZ;PB - BELEM DO BREJO DO CRUZ;FORA DO PERIMETRO VTAL
2501906;PB - BELEM;PB - Belém;V.tal;2501906;PB;BELEM;PB - BELEM;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2501807;PB - BAYEUX;PB - Bayeux;V.tal;2501807;PB;BAYEUX;PB - BAYEUX;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2501708;PB - BARRA DE SAO MIGUEL;PB - Barra de São Miguel;Fora do perimetro;2501708;PB;BARRA DE SAO MIGUEL;PB - BARRA DE SAO MIGUEL;FORA DO PERIMETRO VTAL
2501609;PB - BARRA DE SANTA ROSA;PB - Barra de Santa Rosa;Fora do perimetro;2501609;PB;BARRA DE SANTA ROSA;PB - BARRA DE SANTA ROSA;FORA DO PERIMETRO VTAL
2501575;PB - BARRA DE SANTANA;PB - Barra de Santana;Fora do perimetro;2501575;PB;BARRA DE SANTANA;PB - BARRA DE SANTANA;FORA DO PERIMETRO VTAL
2501534;PB - BARAUNA;PB - Baraúna;Fora do perimetro;2501534;PB;BARAUNA;PB - BARAUNA;FORA DO PERIMETRO VTAL
2501500;PB - BANANEIRAS;PB - Bananeiras;V.tal;2501500;PB;BANANEIRAS;PB - BANANEIRAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
2501401;PB - BAIA DA TRAICAO;PB - Baía da Traição;Fora do perimetro;2501401;PB;BAIA DA TRAICAO;PB - BAIA DA TRAICAO;FORA DO PERIMETRO VTAL
2501351;PB - ASSUNCAO;PB - Assunção;Fora do perimetro;2501351;PB;ASSUNCAO;PB - ASSUNCAO;FORA DO PERIMETRO VTAL
2501302;PB - AROEIRAS;PB - Aroeiras;Fora do perimetro;2501302;PB;AROEIRAS;PB - AROEIRAS;FORA DO PERIMETRO VTAL
2501203;PB - AREIAL;PB - Areial;Fora do perimetro;2501203;PB;AREIAL;PB - AREIAL;FORA DO PERIMETRO VTAL
2501153;PB - AREIA DE BARAUNAS;PB - Areia de Baraúnas;Fora do perimetro;2501153;PB;AREIA DE BARAUNAS;PB - AREIA DE BARAUNAS;FORA DO PERIMETRO VTAL
